parameterWaterBodyCategory,observedPropertyDeterminandCode,procedureAnalysedFraction,procedureAnalysedMedia,resultUom,phenomenonTimeReferenceYear,parameterSamplingPeriod,resultMeanValue,waterBodyIdentifier,Country,PopulationDensity,TerraMarineProtected_2016_2018,TouristMean_1990_2020,VenueCount,netMigration_2011_2018,droughts_floods_temperature,literacyRate_2010_2018,combustibleRenewables_2009_2014,gdp,composition_food_organic_waste_percent,composition_glass_percent,composition_metal_percent,composition_other_percent,composition_paper_cardboard_percent,composition_plastic_percent,composition_rubber_leather_percent,composition_wood_percent,composition_yard_garden_green_waste_percent,waste_treatment_recycling_percent
RW,EEA_3164-07-6,total,water,{massRatio},2009,2009-01--2009-12,0.913,ES12113,Spain,93.6771974435832,15.047884084971097,50941692.0,6.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_7723-14-0,total,water,mg{P}/L,2009,2009-01--2009-12,1.25,ES12113,Spain,93.6771974435832,15.047884084971097,50941692.0,6.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.2667,ES12113,Spain,93.6771974435832,15.047884084971097,50941692.0,6.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.475,ES030MSPF0522011,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3151-01-7,total,water,mmol/L,2009,2009-01--2009-12,1.988,ES12113,Spain,93.6771974435832,15.047884084971097,50941692.0,6.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3133-01-5,total,water,mg{O2}/L,2009,2009-01--2009-12,2.7778,ES12113,Spain,93.6771974435832,15.047884084971097,50941692.0,6.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3121-01-5,total,water,Cel,2009,2009-01--2009-12,13.2,ES12113,Spain,93.6771974435832,15.047884084971097,50941692.0,6.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3151-01-7,total,water,mmol/L,2009,2009-01--2009-12,2.6149,ES12120,Spain,93.6771974435832,15.047884084971097,50941692.0,4.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3133-01-5,total,water,mg{O2}/L,2009,2009-01--2009-12,8.25,ES12120,Spain,93.6771974435832,15.047884084971097,50941692.0,4.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_14265-44-2,total,water,mg{P}/L,2009,2009-01--2009-12,0.6123,ES030MSPF0404021,Spain,93.6771974435832,15.047884084971097,50941692.0,5.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3131-01-9,total,water,%,2009,2009-01--2009-12,91.9,ES030MSPF0404021,Spain,93.6771974435832,15.047884084971097,50941692.0,5.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3133-03-7,total,water,mg{O2}/L,2009,2009-01--2009-12,4.2083,ES12118,Spain,93.6771974435832,15.047884084971097,50941692.0,2.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3161-01-1,total,water,mg{N}/L,2009,2009-01--2009-12,0.1667,ES12118,Spain,93.6771974435832,15.047884084971097,50941692.0,2.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3131-01-9,total,water,%,2009,2009-01--2009-12,91.4667,ES10788,Spain,93.6771974435832,15.047884084971097,50941692.0,1.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3161-02-2,total,water,mg{N}/L,2009,2009-01--2009-12,2.4303,ES10788,Spain,93.6771974435832,15.047884084971097,50941692.0,1.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
GW,CAS_7439-92-1,total,water,ug/L,2016,2015-10-01--2016-09-30,0.25,ES060MSBT060-009,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
GW,CAS_608-93-5,total,water,ug/L,2016,2015-10-01--2016-09-30,0.005,ES060MSBT060-009,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
GW,CAS_127-18-4,total,water,ug/L,2016,2015-10-01--2016-09-30,1.0,ES060MSBT060-009,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
GW,CAS_14265-44-2,total,water,mg{PO4}/L,2016,2015-10-01--2016-09-30,0.05,ES060MSBT060-009,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
GW,CAS_50-32-8,total,water,ug/L,2016,2015-10-01--2016-09-30,0.01,ES060MSBT060-028,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
GW,CAS_205-99-2,total,water,ug/L,2016,2015-10-01--2016-09-30,0.01,ES060MSBT060-028,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
GW,CAS_191-24-2,total,water,ug/L,2016,2015-10-01--2016-09-30,0.01,ES060MSBT060-028,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
GW,CAS_207-08-9,total,water,ug/L,2016,2015-10-01--2016-09-30,0.01,ES060MSBT060-028,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
GW,CAS_206-44-0,total,water,ug/L,2016,2015-10-01--2016-09-30,0.01,ES060MSBT060-028,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
GW,CAS_7439-92-1,total,water,ug/L,2016,2015-10-01--2016-09-30,0.95,ES060MSBT060-028,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3161-03-3,total,water,mg{N}/L,2009,2009-01--2009-12,0.1472,ES10788,Spain,93.6771974435832,15.047884084971097,50941692.0,1.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3131-01-9,total,water,%,2009,2009-01--2009-12,104.427,ES100MSPF1000350,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3121-01-5,total,water,Cel,2009,2009-01--2009-12,12.6364,ES100MSPF1000350,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_14798-03-9,total,water,mg{NH4}/L,2009,2009-01--2009-12,0.1555904,ES100MSPF1000360,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_14265-44-2,total,water,mg{P}/L,2012,2012-01--2012-12,0.0456667,LT410105104,Lithuania,44.7230757742448,17.622537763760466,1538269.0,0.0,-38764.875,0.0,11.09062194824219,12.938290420597331,45735444769.2075,40.4,8.65,2.75,44.05,10.05,10.15,0.0,0.6,0.0,22.92
GW,CAS_319-84-6,total,water,ug/L,2016,2015-10-01--2016-09-30,0.02,ES040MSBT000030598,Spain,93.6771974435832,15.047884084971097,50941692.0,8.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
GW,CAS_319-85-7,total,water,ug/L,2016,2015-10-01--2016-09-30,0.02,ES040MSBT000030598,Spain,93.6771974435832,15.047884084971097,50941692.0,8.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_14797-55-8,total,water,mg{NO3}/L,2009,2009-01--2009-12,4.7222809,ES100MSPF1000360,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
GW,CAS_319-86-8,total,water,ug/L,2016,2015-10-01--2016-09-30,0.02,ES040MSBT000030598,Spain,93.6771974435832,15.047884084971097,50941692.0,8.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
GW,CAS_76-44-8,total,water,ug/L,2016,2015-10-01--2016-09-30,0.02,ES040MSBT000030598,Spain,93.6771974435832,15.047884084971097,50941692.0,8.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
GW,CAS_1024-57-3,total,water,ug/L,2016,2015-10-01--2016-09-30,0.02,ES040MSBT000030598,Spain,93.6771974435832,15.047884084971097,50941692.0,8.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_14797-65-0,total,water,mg{NO2}/L,2009,2009-01--2009-12,0.006569,ES100MSPF1000450,Spain,93.6771974435832,15.047884084971097,50941692.0,2.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3133-06-0,total,water,mg{C}/L,2012,2012-01--2012-12,10.2675,LT410105104,Lithuania,44.7230757742448,17.622537763760466,1538269.0,0.0,-38764.875,0.0,11.09062194824219,12.938290420597331,45735444769.2075,40.4,8.65,2.75,44.05,10.05,10.15,0.0,0.6,0.0,22.92
RW,EEA_3131-01-9,total,water,%,2009,2009-01--2009-12,105.867,ES100MSPF1000450,Spain,93.6771974435832,15.047884084971097,50941692.0,2.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_14265-44-2,total,water,mg{P}/L,2009,2009-01--2009-12,0.0109,ES100MSPF1000460,Spain,93.6771974435832,15.047884084971097,50941692.0,1.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_14798-03-9,total,water,mg{NH4}/L,2012,2012-01--2012-12,0.0754552904,LT100100014,Lithuania,44.7230757742448,17.622537763760466,1538269.0,0.0,-38764.875,0.0,11.09062194824219,12.938290420597331,45735444769.2075,40.4,8.65,2.75,44.05,10.05,10.15,0.0,0.6,0.0,22.92
GW,CAS_14265-44-2,total,water,mg{PO4}/L,2016,2015-10-01--2016-09-30,0.05,ES010MSBT011-002,Spain,93.6771974435832,15.047884084971097,50941692.0,4.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3161-01-1,total,water,mg{N}/L,2009,2009-01--2009-12,0.1125,ES13073,Spain,93.6771974435832,15.047884084971097,50941692.0,16.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
GW,CAS_7287-19-6,total,water,ug/L,2016,2015-10-01--2016-09-30,0.01,ES010MSBT011-002,Spain,93.6771974435832,15.047884084971097,50941692.0,4.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
GW,CAS_7723-14-0,total,water,mg{P}/L,2016,2015-10-01--2016-09-30,0.05,ES010MSBT011-002,Spain,93.6771974435832,15.047884084971097,50941692.0,4.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
GW,CAS_124495-18-7,total,water,ug/L,2016,2015-10-01--2016-09-30,0.01,ES010MSBT011-002,Spain,93.6771974435832,15.047884084971097,50941692.0,4.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3133-03-7,total,water,mg{O2}/L,2009,2009-01--2009-12,7.7973,ES13073,Spain,93.6771974435832,15.047884084971097,50941692.0,16.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3161-02-2,total,water,mg{N}/L,2009,2009-01--2009-12,13.2081,ES030MSPF0434021,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.4,ES030MSPF0434021,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3151-01-7,total,water,mmol/L,2009,2009-01--2009-12,4.5979,ES030MSPF0427021,Spain,93.6771974435832,15.047884084971097,50941692.0,3.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,8.0825,ES020MSPF000000330,Spain,93.6771974435832,15.047884084971097,50941692.0,16.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_14797-55-8,total,water,mg{NO3}/L,2009,2009-01--2009-12,10.885550299999998,ES020MSPF000000394,Spain,93.6771974435832,15.047884084971097,50941692.0,3.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3164-08-7,total,water,{massRatio},2009,2009-01--2009-12,57.6894,ES020MSPF000000394,Spain,93.6771974435832,15.047884084971097,50941692.0,3.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3161-03-3,total,water,mg{N}/L,2009,2009-01--2009-12,0.962,ES030MSPF0517010,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_7723-14-0,total,water,mg{P}/L,2009,2009-01--2009-12,0.9658,ES030MSPF0402010,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.1,ES030MSPF0408021,Spain,93.6771974435832,15.047884084971097,50941692.0,2.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,6.95,ES030MSPF0407021,Spain,93.6771974435832,15.047884084971097,50941692.0,9.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3151-01-7,total,water,mmol/L,2009,2009-01--2009-12,4.001,ES030MSPF0434021,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_14797-55-8,total,water,mg{NO3}/L,2009,2009-01--2009-12,58.25356489999999,ES030MSPF0434021,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3121-01-5,total,water,Cel,2009,2009-01--2009-12,13.8625,ES020MSPF000000356,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3161-02-2,total,water,mg{N}/L,2009,2009-01--2009-12,1.2792,ES020MSPF000000356,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3133-03-7,total,water,mg{O2}/L,2009,2009-01--2009-12,3.3333,ES020MSPF000000454,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3121-01-5,total,water,Cel,2008,2008-01--2008-12,14.0417,IT12N010_CORESE_14SS3F,Italy,205.418372203713,13.359018817510336,39653776.0,6.0,297760.25,0.0071022190689591,22.000449286566845,5.363914102587359,2080644597198.96,34.4,7.6,4.3,15.4,22.8,11.6,0.0,3.8,0.0,25.9
RW,CAS_14798-03-9,total,water,mg{NH4}/L,2008,2008-01--2008-12,18.9732704,IT12-4_15,Italy,205.418372203713,13.359018817510336,39653776.0,6.0,297760.25,0.0071022190689591,22.000449286566845,5.363914102587359,2080644597198.96,34.4,7.6,4.3,15.4,22.8,11.6,0.0,3.8,0.0,25.9
RW,CAS_14265-44-2,total,water,mg{P}/L,2008,2008-01--2008-12,0.131667,IT12N010_CORESE_14SS3F,Italy,205.418372203713,13.359018817510336,39653776.0,6.0,297760.25,0.0071022190689591,22.000449286566845,5.363914102587359,2080644597198.96,34.4,7.6,4.3,15.4,22.8,11.6,0.0,3.8,0.0,25.9
RW,EEA_3133-01-5,total,water,mg{O2}/L,2008,2008-01--2008-12,2.76667,IT12-4_20,Italy,205.418372203713,13.359018817510336,39653776.0,0.0,297760.25,0.0071022190689591,22.000449286566845,5.363914102587359,2080644597198.96,34.4,7.6,4.3,15.4,22.8,11.6,0.0,3.8,0.0,25.9
RW,CAS_14798-03-9,total,water,mg{NH4}/L,2008,2008-01--2008-12,0.409477096,IT12-4_20,Italy,205.418372203713,13.359018817510336,39653776.0,0.0,297760.25,0.0071022190689591,22.000449286566845,5.363914102587359,2080644597198.96,34.4,7.6,4.3,15.4,22.8,11.6,0.0,3.8,0.0,25.9
RW,EEA_3133-06-0,total,water,mg{C}/L,2012,2012-01--2012-12,7.0725,LT110100016,Lithuania,44.7230757742448,17.622537763760466,1538269.0,0.0,-38764.875,0.0,11.09062194824219,12.938290420597331,45735444769.2075,40.4,8.65,2.75,44.05,10.05,10.15,0.0,0.6,0.0,22.92
RW,EEA_3164-08-7,total,water,{massRatio},2009,2009-01--2009-12,286.756,ES10871,Spain,93.6771974435832,15.047884084971097,50941692.0,2.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_14797-65-0,total,water,mg{NO2}/L,2009,2009-01--2009-12,0.0059121,ES10871,Spain,93.6771974435832,15.047884084971097,50941692.0,2.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3161-03-3,total,water,mg{N}/L,2009,2009-01--2009-12,0.1228,ES030MSPF0522011,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_31615-01-7,total,water,mg{N}/L,2009,2009-01--2009-12,1.4222,ES12113,Spain,93.6771974435832,15.047884084971097,50941692.0,6.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_14797-55-8,total,water,mg{NO3}/L,2009,2009-01--2009-12,8.250599900000001,ES030MSPF0404021,Spain,93.6771974435832,15.047884084971097,50941692.0,5.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_31613-01-1,total,water,mg{NH3}/L,2009,2009-01--2009-12,0.026141635,ES030MSPF0404021,Spain,93.6771974435832,15.047884084971097,50941692.0,5.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3161-03-3,total,water,mg{N}/L,2009,2009-01--2009-12,2.1931,ES030MSPF0404021,Spain,93.6771974435832,15.047884084971097,50941692.0,5.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_7723-14-0,total,water,mg{P}/L,2009,2009-01--2009-12,1.0925,ES030MSPF0404021,Spain,93.6771974435832,15.047884084971097,50941692.0,5.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3121-01-5,total,water,Cel,2009,2009-01--2009-12,10.875,ES12118,Spain,93.6771974435832,15.047884084971097,50941692.0,2.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3161-05-5,total,water,mg{N}/L,2009,2009-01--2009-12,0.0535,ES12118,Spain,93.6771974435832,15.047884084971097,50941692.0,2.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,6.2,ES12118,Spain,93.6771974435832,15.047884084971097,50941692.0,2.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3133-01-5,total,water,mg{O2}/L,2009,2009-01--2009-12,5.9,ES12121,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_14798-03-9,total,water,mg{NH4}/L,2009,2009-01--2009-12,3.800501600000002,ES12121,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3161-03-3,total,water,mg{N}/L,2009,2009-01--2009-12,1.7576,ES12121,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3133-01-5,total,water,mg{O2}/L,2009,2009-01--2009-12,0.3333,ES030MSPF0522011,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
